phase,supplier,unit,horizon,segment,model,n,sku_count,actual_qty,predicted_qty,wape_pct,bias_pct,underforecast_pct,overforecast_pct,zero_actual_pct
holdout_2026,Systeme electric,шт,28,all,seasonal364,4406,561,2253913.0,2866897.0,69.761,27.196,21.282,48.479,42.692
holdout_2026,Systeme electric,шт,28,all,seasonal_blend,4406,561,2253913.0,2642142.328,57.22,17.225,19.998,37.222,42.692
holdout_2026,Systeme electric,шт,28,all,selected_2025,4406,561,2253913.0,1684003.448,42.76,-25.285,34.023,8.737,42.692
holdout_2026,Systeme electric,шт,28,intermittent,sultan_mean59,2850,432,78714.0,65650.983,105.939,-16.596,61.267,44.672,63.228
holdout_2026,Systeme electric,шт,28,intermittent,mean28,2850,432,78714.0,68669.0,105.84,-12.761,59.301,46.539,63.228
holdout_2026,Systeme electric,шт,28,intermittent,weekly_ewma,2850,432,78714.0,62889.158,94.633,-20.104,57.369,37.264,63.228
holdout_2026,Systeme electric,шт,28,intermittent,robust_ewma,2850,432,78714.0,55826.638,101.275,-29.077,65.176,36.099,63.228
holdout_2026,Systeme electric,шт,28,intermittent,seasonal364,2850,432,78714.0,133080.0,177.529,69.068,54.231,123.298,63.228
holdout_2026,Systeme electric,шт,28,intermittent,seasonal_blend,2850,432,78714.0,75432.643,99.843,-4.169,52.006,47.837,63.228
holdout_2026,Systeme electric,шт,28,intermittent,selected_2025,2850,432,78714.0,55826.638,101.275,-29.077,65.176,36.099,63.228
holdout_2026,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,sultan_mean59,4278,545,2172502.0,2119891.864,44.711,-2.422,23.566,21.145,43.361
holdout_2026,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,mean28,4278,545,2172502.0,2074442.0,42.769,-4.514,23.641,19.128,43.361
holdout_2026,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,weekly_ewma,4278,545,2172502.0,2198737.489,43.364,1.208,21.078,22.286,43.361
holdout_2026,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,robust_ewma,4278,545,2172502.0,1604769.946,42.94,-26.133,34.536,8.404,43.361
holdout_2026,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,seasonal364,4278,545,2172502.0,2758356.0,70.654,26.967,21.844,48.81,43.361
holdout_2026,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,seasonal_blend,4278,545,2172502.0,2558142.058,57.912,17.751,20.081,37.832,43.361
holdout_2026,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,selected_2025,4278,545,2172502.0,1604769.946,42.94,-26.133,34.536,8.404,43.361
holdout_2026,Systeme electric,шт,28,regular,sultan_mean59,1556,287,2175199.0,2134567.661,41.997,-1.868,21.932,20.064,5.077
holdout_2026,Systeme electric,шт,28,regular,mean28,1556,287,2175199.0,2086439.0,40.359,-4.081,22.22,18.139,5.077
holdout_2026,Systeme electric,шт,28,regular,weekly_ewma,1556,287,2175199.0,2219739.872,41.229,2.048,19.591,21.638,5.077
holdout_2026,Systeme electric,шт,28,regular,robust_ewma,1556,287,2175199.0,1628176.81,40.643,-25.148,32.895,7.747,5.077
holdout_2026,Systeme electric,шт,28,regular,seasonal364,1556,287,2175199.0,2733817.0,65.862,25.681,20.09,45.771,5.077
holdout_2026,Systeme electric,шт,28,regular,seasonal_blend,1556,287,2175199.0,2566709.685,55.678,17.999,18.839,36.838,5.077
holdout_2026,Systeme electric,шт,28,regular,selected_2025,1556,287,2175199.0,1628176.81,40.643,-25.148,32.895,7.747,5.077
